positive,negative,not,degree-1,degree-2,degree-3,degree-4,degree-5,degree-6
醉心,以牙還牙,,,,,,,
尊,以呻吟聲說出,,,,,,,
尊崇,以為不可,,,,,,,
尊敬,以喧鬧聲擾,,,,,,,
尊重,以誘餌吸引,,,,,,,
儐,以餌引誘,,,,,,,
僉同,代罪羔羊,,,,,,,
跂望,代價,,,,,,,
謳歌,令人不愉快,,,,,,,
謁,令人不愉快的,,,,,,,
哿,令人不滿意,,,,,,,
埽,令人不滿意的,,,,,,,
縈念,令人失望,,,,,,,
揄揚,令人失望的人,,,,,,,
叩,令人沮喪,,,,,,,
叩拜,令人沮喪的,,,,,,,
叩首,令人恐懼,,,,,,,
叩頭,令人恐懼的,,,,,,,
噲,令人討厭,,,,,,,
嘖嘖稱羨,令人討厭的,,,,,,,
嘖嘖稱讚,令人討厭的人,,,,,,,
喁,令人討厭的事物,,,,,,,
嗟,令人窒息,,,,,,,
醊,令人窒息的濃煙,,,,,,,
徼,令人悲痛,,,,,,,
夤,令人悲痛的,,,,,,,
飫,令人無法忍受,,,,,,,
廑,令人無法忍受的,,,,,,,
忮,令人傷心,,,,,,,
忭,令人傷心的,,,,,,,
忭躍,令人煩惱,,,,,,,
怏然自足,令人煩惱的,,,,,,,
懌,令人厭惡,,,,,,,
怡然自得,令人厭惡的,,,,,,,
愷,令人憤慨,,,,,,,
悚,令人憤慨的,,,,,,,
愜,令人頭痛之事,,,,,,,
愜意,令人懷疑,,,,,,,
慊,令人懷疑的,,,,,,,
憧憬,令退役,,,,,,,
迓,充公,,,,,,,
嬖,充血,,,,,,,
綣,充滿危險,,,,,,,
覬,充滿危險的,,,,,,,
覬覦,凹下,,,,,,,
犒,凹痕,,,,,,,
犒勞,凹陷,,,,,,,
犒賞,出乎,,,,,,,
臚,出乎意料,,,,,,,
歆,出乎意料地,,,,,,,
歆慕,出沒,,,,,,,
歆羨,出沒於,,,,,,,
祀,出軌,,,,,,,
祗,出賣,,,,,,,
眄,加油門快速前進,,,,,,,
顒,加負荷於,,,,,,,
鍾,加負擔於,,,,,,,
鵠望,加重,,,,,,,
翊戴,加重壓於,,,,,,,
襝衽,加害,,,,,,,
酹,加深,,,,,,,
雩,加罪,,,,,,,
侻,加罪於,,,,,,,
俶儻,加障礙於,,,,,,,
僄,加劇,,,,,,,
劼,功利,,,,,,,
嫕,功利主義,,,,,,,
惇,功利主義的,,,,,,,
惓惓,功利主義者,,,,,,,
會,功利的,,,,,,,
牣,功利論者,,,,,,,
皞,包圍,,,,,,,
挨邊,匆匆忙忙,,,,,,,
哀婉,匆匆忙忙的,,,,,,,
哀豔,匆忙,,,,,,,
藹,匆忙地走,,,,,,,
藹藹,匆忙地做,,,,,,,
藹然,匆忙嚥下,,,,,,,
藹然可親,卡住,,,,,,,
藹如,去世,,,,,,,
艾,去除,,,,,,,
礙事,可作兩種解釋,,,,,,,
安安靜靜,可忍受,,,,,,,
安安穩穩,可忍受的,,,,,,,
安定,可怕,,,,,,,
安頓,可怕的,,,,,,,
安分,可怕的人,,,,,,,
安好,可怕的事,,,,,,,
安靜,可怕的事物,,,,,,,
安康,可爭論,,,,,,,
安瀾,可爭論的,,,,,,,
安樂,可容忍,,,,,,,
安寧,可容忍的,,,,,,,
安全,可恥,,,,,,,
安然,可恥的,,,,,,,
安然無事,可恥的人,,,,,,,
安然無恙,可笑,,,,,,,
安如磐石,可笑的,,,,,,,
安如泰山,可惜,,,,,,,
安生,可惜的,,,,,,,
安適,可惡,,,,,,,
安泰,可惡的,,,,,,,
安恬,可悲,,,,,,,
安穩,可悲的,,,,,,,
安詳,可厭,,,,,,,
安逸,可厭惡,,,,,,,
安謐,可厭惡的,,,,,,,
按期,可疑,,,,,,,
按時,可疑分子,,,,,,,
昂昂,可疑的,,,,,,,
昂藏,可鄙,,,,,,,
昂然,可鄙的,,,,,,,
傲然,可憐,,,,,,,
奧,可憐的,,,,,,,
奧博,可憐的人,,,,,,,
奧妙,可憎,,,,,,,
巴結,可憎的,,,,,,,
拔尖,可歎,,,,,,,
拔尖兒,可歎的,,,,,,,
拔俗,古怪,,,,,,,
把牢,古怪的,,,,,,,
把穩,古怪的人,,,,,,,
把細,叫化子,,,,,,,
白,叫吠,,,,,,,
白紙黑字,叫喊,,,,,,,
百不一失,叫喊著說,,,,,,,
百讀不厭,叫喊聲,,,,,,,
百廢俱興,叱責,,,,,,,
百裡挑一,四處覓食,,,,,,,
百鍊成鋼,四散,,,,,,,
百聽不厭,囚犯,,,,,,,
百無一失,外行,,,,,,,
百依百順,外行的,,,,,,,
百折不回,外來,,,,,,,
百折不撓,外來的,,,,,,,
百折不撓地,外傷,,,,,,,
闆闆正正,外傷用,,,,,,,
板實,外傷用的,,,,,,,
板正,外傷的,,,,,,,
半公開,失去,,,,,,,
半透明,失去..,,,,,,,
膀大腰圓,失去..的,,,,,,,
膀闊腰圓,失去母獸,,,,,,,
棒,失去母獸的小動物,,,,,,,
苞,失去光澤,,,,,,,
睆,失去法律保護,,,,,,,
儲存良好,失去知覺,,,,,,,
保皇,失去知覺的,,,,,,,
保險,失去勇氣,,,,,,,
保準,失去能力,,,,,,,
飽學,失去感覺,,,,,,,
寶,失去感覺的,,,,,,,
寶貴,失事,,,,,,,
悲壯,失明,,,,,,,
卑,失效,,,,,,,
倍兒棒,失眠,,,,,,,
備細,失眠的,,,,,,,
奔放,失常,,,,,,,
本質,失控,,,,,,,
笨鳥先飛,失控地,,,,,,,
逼真,失措,,,,,,,
筆挺,失敗,,,,,,,
筆直,失敗的,,,,,,,
畢恭畢敬,失敗者,,,,,,,
毖,失望,,,,,,,
閉月羞花,失策,,,,,,,
必備,失業,,,,,,,
必不可少,失業人數,,,,,,,
必需,失業的,,,,,,,
必要,失業者,,,,,,,
闢,失業者的,,,,,,,
鞭辟近裡,失察,,,,,,,
鞭辟入裡,失誤,,,,,,,
便,失調,,,,,,,
便當,失調的,,,,,,,
便捷,失檢,,,,,,,
便利,失禮,,,,,,,
便民,失禮的,,,,,,,
便宜,失寵,,,,,,,
變通,奴役,,,,,,,
辯證,巨物,,,,,,,
標定,巨瀾,,,,,,,
標緻,巧取,,,,,,,
標準,幼稚,,,,,,,
彪炳,幼稚的,,,,,,,
彪炳千古,打..的屁股,,,,,,,
彪炳史冊,打入,,,,,,,
彪悍,打入地獄,,,,,,,
彪形,打入地獄的,,,,,,,
彪壯,打仗,,,,,,,
表觀,打出,,,,,,,
表裡如一,打耳光,,,,,,,
表裡一致,打屁股,,,,,,,
別具匠心,打哈欠,,,,,,,
別具一格,打架,,,,,,,
別開生面,打倒,,,,,,,
別有風味,打破,,,,,,,
別有情趣,打偏,,,,,,,
彬,打著哈欠說,,,,,,,
彬彬,打亂,,,,,,,
彬彬有禮,打碎,,,,,,,
斌,打滾,,,,,,,
兵強馬壯,打賭,,,,,,,
冰肌玉骨,打擊,,,,,,,
冰清玉潔,打鼾,,,,,,,
冰雪聰明,打擾,,,,,,,
秉持公正,打斷,,,,,,,
秉公,打顫,,,,,,,
秉正,打攪,,,,,,,
秉直,斥責,,,,,,,
炳,未下定義,,,,,,,
並茂,未下定義的,,,,,,,
波光粼粼,未上班者,,,,,,,
波瀾壯闊,未中,,,,,,,
博大,未加,,,,,,,
博大精深,未加抑制,,,,,,,
博古通今,未加抑制的,,,,,,,
博識,未必,,,,,,,
博聞,未必的,,,,,,,
博聞廣識,未成熟,,,,,,,
博聞強記,未成熟的,,,,,,,
博學,未完全發展,,,,,,,
博學多才,未完全發展的,,,,,,,
博學多能,未完成,,,,,,,
博學多聞,未完成的,,,,,,,
博雅,未完成體,,,,,,,
勃,未決定,,,,,,,
勃勃,未決定的,,,,,,,
勃勃生機,未見過的,,,,,,,
不卑不亢,未受制止,,,,,,,
不變,未受制止的,,,,,,,
不恥下問,未定,,,,,,,
不錯,未定的,,,,,,,
不大不小,未知,,,,,,,
不大離兒,未知的,,,,,,,
不憚其煩,未知的東西,,,,,,,
不動搖,未知數,,,,,,,
不費吹灰之力,未指明,,,,,,,
不費力,未指明的,,,,,,,
不苟,未得到,,,,,,,
不苟言笑,未被,,,,,,,
不含糊,未被通知,,,,,,,
不會腐敗,未被通知的,,,,,,,
不會弄錯,未被證明為正當,,,,,,,
不加區別,未被證明為正當的,,,,,,,
不加掩飾,未減輕,,,,,,,
不加渲染,未減輕的,,,,,,,
不簡單,未發覺,,,,,,,
不驕不躁,未發覺的,,,,,,,
不咎既往,未開化,,,,,,,
不亢不卑,未開化的,,,,,,,
不可或缺,未經,,,,,,,
不可缺,未經訓練,,,,,,,
不可缺少,未經訓練的,,,,,,,
不賴,未經通知,,,,,,,
不離兒,未經通知的,,,,,,,
不落俗套,未經檢查,,,,,,,
不落窠臼,未經檢查的,,,,,,,
不難,未解決,,,,,,,
不偏不倚,未解決的,,,,,,,
不屈,未詳細說明,,,,,,,
不屈不撓,未詳細說明的,,,,,,,
不容懷疑,未達到,,,,,,,
不容置辯,未確定,,,,,,,
不容置疑,未確定的,,,,,,,
不俗,未緩和,,,,,,,
不同凡響,未緩和的,,,,,,,
不同尋常,未擊中,,,,,,,
不為已甚,未獲,,,,,,,
不畏艱險,未獲情報,,,,,,,
不無道理,未獲情報的,,,,,,,
不無小補,未觸及,,,,,,,
不無裨益,未觸及的,,,,,,,
不武斷,末日,,,,,,,
不限,末日審判,,,,,,,
不懈,正式放棄,,,,,,,
不懈怠,正式脫離或退出,,,,,,,
不洩氣,母夜叉,,,,,,,
不言而喻,犯了罪,,,,,,,
不厭其煩,犯了罪的,,,,,,,
不厭其詳,犯人,,,,,,,
不在話下,犯殺人罪,,,,,,,
不爭,犯規,,,,,,,
不整齊,犯罪,,,,,,,
不知疲倦,犯罪的,,,,,,,
部優,犯罪者,,,,,,,
才高八斗,犯過失,,,,,,,
才華橫溢,犯過錯,,,,,,,
才略過人,犯錯,,,,,,,
才氣橫溢,瓜分,,,,,,,
才思敏捷,瓦解,,,,,,,
財大氣粗,生活放蕩,,,,,,,
慘淡,生活放蕩的人,,,,,,,
慘烈,生活艱苦,,,,,,,
燦,生活艱苦的,,,,,,,
燦爛,生氣,,,,,,,
燦爛奪目,生氣的,,,,,,,
燦亮,生病,,,,,,,
燦然,生病的,,,,,,,
蒼鬱,生疏,,,,,,,
纏綿,生疏的,,,,,,,
昌,生硬,,,,,,,
昌明,生硬的,,,,,,,
常,生裂縫,,,,,,,
常規,生銹,,,,,,,
長,生銹的,,,,,,,
長治久安,用力,,,,,,,
敞開,用力按,,,,,,,
敞開兒,用力擊,,,,,,,
敞口,用手掌打,,,,,,,
敞亮,用皮帶抽打,,,,,,,
暢達,用矛刺,,,,,,,
暢順,用尖銳,,,,,,,
超拔,用尖銳的聲音說,,,,,,,
超塵拔俗,用沸水燙,,,,,,,
超等,用拳猛擊,,,,,,,
超凡入聖,用臭氣趕出,,,,,,,
超凡脫俗,用帶捆住,,,,,,,
超級,用欺騙致使,,,,,,,
超絕,用碎紙機撕毀,,,,,,,
超群,用話刺痛,,,,,,,
超群絕倫,用詭計取得,,,,,,,
超俗,用槍射擊,,,,,,,
超俗絕世,用盡,,,,,,,
超逸,用嘶啞,,,,,,,
超卓,用嘶啞的聲音說,,,,,,,
朝氣勃勃,用憤怒,,,,,,,
朝氣蓬勃,用憤怒的目光表示,,,,,,,
車水馬龍,用樹籬圍,,,,,,,
澈,用濫,,,,,,,
沉寂,用濫的,,,,,,,
沉靜,用舊,,,,,,,
沉穩,申斥,,,,,,,
沉毅,白日夢,,,,,,,
沉魚落雁,白吃,,,,,,,
沉著,白費,,,,,,,
稱身,白費的,,,,,,,
成,白癡,,,,,,,
成器,白癡的,,,,,,,
成趣,白癡般,,,,,,,
成熟,白癡般的,,,,,,,
澄,目中無人,,,,,,,
澄碧,目中無人的,,,,,,,
澄澈,目光短淺,,,,,,,
澄淨,目光短淺的,,,,,,,
澄明,矛盾,,,,,,,
澄清,矛盾的,,,,,,,
誠,丟失,,,,,,,
誠懇,丟掉,,,,,,,
誠樸,丟棄,,,,,,,
誠實,丟臉,,,,,,,
誠心,丟臉的,,,,,,,
誠心誠意,丟臉的人,,,,,,,
誠摯,丟臉的事,,,,,,,
誠篤,丟醜,,,,,,,
承平,丟醜的人,,,,,,,
吃得開,交疲,,,,,,,
吃香,交惡運,,,,,,,
持平,交惡運的,,,,,,,
持正不阿,交媾,,,,,,,
持之有故,交戰,,,,,,,
持重,交戰的,,,,,,,
馳名,交戰國,,,,,,,
馳譽,交戰國的,,,,,,,
赤,仿造,,,,,,,
赤忱,仿造品,,,,,,,
赤誠,仿製,,,,,,,
赤膽,仿製品,,,,,,,
赤膽忠心,休止,,,,,,,
赤裸,休克,,,,,,,
赤裸裸,伏兵,,,,,,,
赤色,伏擊,,,,,,,
赤心,任性,,,,,,,
熾盛,任性的,,,,,,,
崇高,任性的舉動,,,,,,,
初生牛犢般,任意,,,,,,,
出類拔萃,任意的,,,,,,,
出色,兇手,,,,,,,
出身高貴,凶狠,,,,,,,
出身名門,凶狠的,,,,,,,
出神入化,兇殺,,,,,,,
出手不凡,兇猛,,,,,,,
出手大方,兇猛的,,,,,,,
出以公心,兇惡,,,,,,,
出眾,兇惡的,,,,,,,
楚楚,全無,,,,,,,
楚楚動人,全無的,,,,,,,
楚楚可憐,共犯,,,,,,,
楚楚可人,共謀,,,,,,,
傳神,刑事,,,,,,,
傳統,刑事被告,,,,,,,
窗明几淨,劣馬,,,,,,,
創造性,劣等,,,,,,,
春光明媚,劣等的,,,,,,,
春秋鼎盛,劣勢,,,,,,,
春秋正富,劣質,,,,,,,
春色滿園,劣質的,,,,,,,
春意融融,劣學生,,,,,,,
醇,危及,,,,,,,
醇和,危地,,,,,,,
醇厚,危困,,,,,,,
醇美,危急,,,,,,,
醇濃,危急的,,,,,,,
醇樸,危害,,,,,,,
醇香,危害物,,,,,,,
脣紅齒白,危機,,,,,,,
淳,危險,,,,,,,
淳厚,危險之源,,,,,,,
淳美,危險物,,,,,,,
淳樸,危險的,,,,,,,
純,危險期,,,,,,,
純粹,同性戀者,,,,,,,
純厚,同情,,,,,,,
純潔,同情的,,,,,,,
純淨,同謀,,,,,,,
純樸,吊兒郎當,,,,,,,
純熟,吊兒郎當的人,,,,,,,
純一,向..挑戰,,,,,,,
純真,向..開槍,,,,,,,
純正,名聲臭,,,,,,,
純摯,吃同類,,,,,,,
純種,吃同類的動物,,,,,,,
綽約,吃得過飽,,,,,,,
綽約多姿,吃驚,,,,,,,
慈,因循,,,,,,,
慈悲,回絕,,,,,,,
慈悲為懷,迴避,,,,,,,
慈善,地牢,,,,,,,
慈祥,地雷,,,,,,,
瓷實,地獄,,,,,,,
刺眼,地震,,,,,,,
聰慧,在..下挖掘,,,,,,,
聰敏,在..上蔓生,,,,,,,
聰明,在..中加入脂肪,,,,,,,
聰明過人,在..埋地雷,,,,,,,
聰明絕頂,在..留下疤痕,,,,,,,
聰明伶俐,在..搜尋,,,,,,,
聰悟,多刺,,,,,,,
聰穎,多刺的,,,,,,,
蔥蔥,多風暴,,,,,,,
蔥茂,多風暴的,,,,,,,
蔥鬱,多陰雨,,,,,,,
蔥蘢,多陰雨的,,,,,,,
從寬,多疑,,,,,,,
從輕,多疑的,,,,,,,
從權,多餘,,,,,,,
從實,多餘物,,,,,,,
從始至終,多餘的,,,,,,,
從頭到底,妄求,,,,,,,
從頭到尾,妄為,,,,,,,
從頭至尾,妄動,,,,,,,
從一而終,妄動的,,,,,,,
粗放,奸詐,,,,,,,
粗豪,奸詐的,,,,,,,
粗實,好色,,,,,,,
粗中有細,好事,,,,,,,
粗壯,好事的人,,,,,,,
粗獷,好爭論,,,,,,,
簇新,好爭論的,,,,,,,
催人奮進,好挖苦人,,,,,,,
脆,好挖苦人的,,,,,,,
脆亮,好鬥,,,,,,,
脆美,好鬥的,,,,,,,
脆生,好責罵,,,,,,,
脆響,好責罵的人,,,,,,,
粹,好嘮叨,,,,,,,
粹白,好嘮叨的人,,,,,,,
錯落有致,好戰,,,,,,,
達,好戰的,,,,,,,
達觀,好戰者,,,,,,,
打心底裡,如死一般,,,,,,,
打心眼兒裡,如死一般地,,,,,,,
打心眼裡,如野獸般,,,,,,,
打眼,如野獸般的,,,,,,,
大慈大悲,如獸,,,,,,,
大大方方,如獸的,,,,,,,
大膽,存心,,,,,,,
大膽潑辣,存心的,,,,,,,
大度,存有偏見,,,,,,,
大而全,存有偏見的,,,,,,,
大方,存偏見,,,,,,,
大功率,守財奴,,,,,,,
大公無私,尖叫,,,,,,,
大好,尖叫著說,,,,,,,
大紅大紫,尖叫聲,,,,,,,
大吉,尖刻,,,,,,,
大吉大利,尖刻的,,,,,,,
大量,尖著,,,,,,,
大名鼎鼎,尖著聲音講,,,,,,,
大無畏,尖嘯,,,,,,,
大有文章,尖銳,,,,,,,
大有希望,尖銳的,,,,,,,
大有益處,尖聲,,,,,,,
大有作為,尖聲喊叫,,,,,,,
大有裨益,尖聲發出,,,,,,,
帶勁,忙亂,,,,,,,
帶修辭色彩,成見,,,,,,,
單純,成空,,,,,,,
單刀直入,成為空,,,,,,,
單一,成為空的,,,,,,,
膽大,成為零,,,,,,,
淡泊,成為障礙,,,,,,,
淡泊明志,成問題,,,,,,,
淡泊名利,成問題的,,,,,,,
淡雅,成碎片,,,,,,,
彈性,成零,,,,,,,
當,成廢物,,,,,,,
當紅,成廢物的,,,,,,,
當面,扣住,,,,,,,
當仁不讓,扣押,,,,,,,
當心,扣留,,,,,,,
當眾,托辭,,,,,,,
到,收買,,,,,,,
到家,曲折,,,,,,,
道不拾遺,曲折的,,,,,,,
道道地地,曲解,,,,,,,
道地,有..傾向,,,,,,,
得當,有..傾向的,,,,,,,
得法,有目的,,,,,,,
得力,有矛盾情緒,,,,,,,
得勢,有矛盾情緒的,,,,,,,
得體,有危險,,,,,,,
得天獨厚,有危險的,,,,,,,
得心應手,有成見,,,,,,,
得宜,有困難,,,,,,,
燈火輝煌,有困難的,,,,,,,
燈火通明,有毒,,,,,,,
登峰造極,有毒的,,,,,,,
等內,有毒腺,,,,,,,
低調,有毒腺的,,,,,,,
低價,有害,,,,,,,
低價位,有害的,,,,,,,
低廉,有害的動物,,,,,,,
低首下心,有害的植物,,,,,,,
滴水不漏,有差別,,,,,,,
滴水穿石,有差別地對待,,,,,,,
地道,有差異,,,,,,,
地地道道,有差異的,,,,,,,
地動山搖,有特權,,,,,,,
地覆天翻,有特權的,,,,,,,
第一流,有病,,,,,,,
典型,有病的,,,,,,,
典型性,有缺陷,,,,,,,
典雅,有缺陷的,,,,,,,
調和,有缺點,,,,,,,
調諧,有缺點的,,,,,,,
跌蕩,有條件投降,,,,,,,
跌宕,有惡意,,,,,,,
疊翠,有惡意的,,,,,,,
穠,有瑕疵,,,,,,,
穠豔,有瑕疵的,,,,,,,
丁是丁，卯是卯,有罪,,,,,,,
頂刮刮,有罪的,,,,,,,
頂級,有詭計,,,,,,,
頂尖,有詭計的,,,,,,,
頂事,有點兒,,,,,,,
頂數,有顧忌,,,,,,,
頂天立地,有顧忌的,,,,,,,
頂用,有癮,,,,,,,
頂呱呱,有癮的人,,,,,,,
鼎鼎大名,次品,,,,,,,
定,次要,,,,,,,
懂禮,次要的,,,,,,,
懂事,次級,,,,,,,
懂行,死亡,,,,,,,
動平衡,死亡狀態,,,,,,,
動人,死的,,,,,,,
動人心魄,死者,,,,,,,
動人心絃,死氣,,,,,,,
動態各異,死氣沈沈,,,,,,,
動態平衡,死氣沈沈的,,,,,,,
動聽,死記,,,,,,,
斗膽,死記硬背功課,,,,,,,
豆腐心,污名,,,,,,,
逗,污的,,,,,,,
逗人,污物,,,,,,,
獨出心裁,污垢,,,,,,,
獨到,污染,,,,,,,
獨具慧眼,污跡,,,,,,,
獨具匠心,污漬,,,,,,,
獨具特色,污蔑,,,,,,,
獨具隻眼,污濁,,,,,,,
度量大,污濁的,,,,,,,
端,污點,,,,,,,
端端正正,污穢,,,,,,,
端方,污穢的,,,,,,,
端靜,灰心,,,,,,,
端麗,灰心的,,,,,,,
端平,老生常談,,,,,,,
端秀,老年,,,,,,,
端雅,老年的,,,,,,,
端整,老馬,,,,,,,
端正,老處女,,,,,,,
端直,自大,,,,,,,
端重,自大的,,,,,,,
端莊,自任,,,,,,,
短平快,自任不凡,,,,,,,
短小精悍,自任不凡的,,,,,,,
斷然,自吹,,,,,,,
對,自吹自擂,,,,,,,
對稱,自吹自擂說,,,,,,,
對號,自我,,,,,,,
對勁兒,自我中心,,,,,,,
對頭,自我中心的,,,,,,,
對味兒,自我本位,,,,,,,
墩墩實實,自我本位的,,,,,,,
敦,自私,,,,,,,
敦敦實實,自私的,,,,,,,
敦厚,自卑,,,,,,,
敦實,自卑情緒,,,,,,,
多才多藝,自卑感,,,,,,,
多彩,自命,,,,,,,
多快好省,自封,,,,,,,
多勞多得,自負,,,,,,,
多情,自負的,,,,,,,
多情善感,自負的地方,,,,,,,
多姿,自責,,,,,,,
多姿多采,自誇,,,,,,,
奪目,自誇的,,,,,,,
扼要,自誇說,,,,,,,
恩愛,自稱,,,,,,,
恩恩愛愛,自擾,,,,,,,
耳聰目明,色慾,,,,,,,
耳熟,血腥,,,,,,,
耳熟能詳,血腥的,,,,,,,
耳聞目睹,行刺,,,,,,,
爾雅,行為不良,,,,,,,
二話不說,行為不良的人,,,,,,,
二話沒說,行為不端,,,,,,,
發人深省,行為不檢,,,,,,,
發人深思,行為不檢的,,,,,,,
發育完全,行為不禮貌,,,,,,,
發自肺腑,行賄,,,,,,,
發噱,行騙,,,,,,,
法定,行竊,,,,,,,
翻天覆地,作犯規動作,,,,,,,
繁花似錦,作低沈聲,,,,,,,
繁華,作弄,,,,,,,
繁茂,作祟,,,,,,,
繁榮富強,作嘔,,,,,,,
繁盛,作弊,,,,,,,
芳,作廢,,,,,,,
芳香,作戰,,,,,,,
方便,作驚人表演,,,,,,,
方方正正,低水平,,,,,,,
方正,低劣,,,,,,,
放之四海而皆準,低沈,,,,,,,
菲,低於他人者,,,,,,,
菲菲,低級,,,,,,,
非常耐久,低級的,,,,,,,
非常熱心,低級庸俗,,,,,,,
非同小可,低級庸俗的,,,,,,,
飛快,低落,,,,,,,
肥,低聲,,,,,,,
肥美,低聲地,,,,,,,
肥沃,低聲含糊,,,,,,,
匪夷所思,低聲含糊地說,,,,,,,
芬芳,佈置地雷或水雷,,,,,,,
芬芳襲人,免職,,,,,,,
芬芳馥郁,冷笑,,,,,,,
芬香,冷淡,,,,,,,
分秒必爭,冷淡的,,,,,,,
分明,冷落,,,,,,,
分文不取,冷漠,,,,,,,
分析純,冷酷,,,,,,,
奮勇,冷酷地,,,,,,,
豐,冷酷的,,,,,,,
豐茂,冷嘲,,,,,,,
豐美,冷嘲的,,,,,,,
豐饒,冷嘲熱諷,,,,,,,
豐潤,判刑,,,,,,,
豐實,判決,,,,,,,
豐沃,利己,,,,,,,
豐裕,利己主義,,,,,,,
丰姿綽約,利己主義的,,,,,,,
豐腴,刪去,,,,,,,
鋒快,刪除,,,,,,,
鋒利,劫掠,,,,,,,
風度翩翩,吝惜,,,,,,,
風發,吝嗇,,,,,,,
風風光光,吝嗇的,,,,,,,
風風火火,吝嗇鬼,,,,,,,
風光,吞吃,,,,,,,
風光如畫,否決,,,,,,,
風光旖旎,否決權,,,,,,,
風華正茂,否定,,,,,,,
風景如畫,否定的,,,,,,,
風流,否認,,,,,,,
風流倜儻,呆子,,,,,,,
風靡,呆笨,,,,,,,
風平浪靜,呆笨的,,,,,,,
風起雲湧,呆滯,,,,,,,
風趣,呆滯的,,,,,,,
風行,告密,,,,,,,
風雅,告密者,,,,,,,
風雨無阻,告發,,,,,,,
風姿綽約,告訴錯誤,,,,,,,
奉公守法,告訴錯誤的消息,,,,,,,
鳳毛麟角,告誡,,,,,,,
扶疏,吹牛,,,,,,,
服服帖帖,吹牛皮,,,,,,,
服帖,吹捧,,,,,,,
福如東海,吹噓,,,,,,,
負責,吹噓說,,,,,,,
富,吸毒,,,,,,,
富貴,吸毒者,,,,,,,
富甲一方,吵吵鬧鬧,,,,,,,
富可敵國,吵吵鬧鬧的要求,,,,,,,
富麗,吵架,,,,,,,
富麗堂皇,吵鬧,,,,,,,
富饒,吵鬧的,,,,,,,
富實,吵鬧聲,,,,,,,
富庶,吼叫,,,,,,,
富有,吼叫著表達,,,,,,,
富有成果,含有特定意味,,,,,,,
富有成效,含沙射影,,,,,,,
富有彈性,含混,,,,,,,
富裕,含混的,,,,,,,
富足,含淚,,,,,,,
婦孺皆知,含糊,,,,,,,
蓋了帽,含糊地說,,,,,,,
蓋帽,含糊地說話,,,,,,,
乾脆,含糊的,,,,,,,
乾脆利落,含糊話,,,,,,,
乾乾淨淨,困乏,,,,,,,
乾淨,困局,,,,,,,
乾淨利落,困惑,,,,,,,
幹練,困窘,,,,,,,
甘醇,困境,,,,,,,
甘美,困窮,,,,,,,
甘美多汁,困窮的,,,,,,,
甘甜,困擾,,,,,,,
甘味,困難,,,,,,,
甘之如飴,困難的,,,,,,,
肝膽過人,坐立不安,,,,,,,
感人,坐臥不安,,,,,,,
剛,夾痛,,,,,,,
剛剛,妒忌,,,,,,,
剛好,妨害,,,,,,,
剛健,妨害物,,,,,,,
剛勁,妨礙,,,,,,,
剛勁有力,妨礙者,,,,,,,
剛強,妓女,,,,,,,
剛毅,完全喪失,,,,,,,
剛硬,完全喪失的,,,,,,,
剛正,完全喪失者,,,,,,,
剛正不阿,侷促,,,,,,,
剛直,侷促不安,,,,,,,
剛直不阿,局限,,,,,,,
鋼鐵,局限於狹小空間,,,,,,,
綱領性,岔子,,,,,,,
高,巫術,,,,,,,
高標號,弄凹,,,,,,,
高標準,弄死,,,,,,,
高層,弄污,,,,,,,
高超,弄歪,,,,,,,
高純,弄混,,,,,,,
高大,弄跛,,,,,,,
高檔,弄亂,,,,,,,
高檔化,弄碎,,,,,,,
高等,弄皺,,,,,,,
高等級,弄複雜,,,,,,,
高階,弄錯,,,,,,,
高風峻節,弄糟,,,,,,,
高風亮節,弄翻,,,,,,,
高高手兒,弄壞,,,,,,,
高貴,弄髒,,,,,,,
高階化,形容枯槁,,,,,,,
高潔,形容枯槁的,,,,,,,
高精度,忘恩,,,,,,,
高精尖,忘恩負義,,,,,,,
高妙,忘恩負義的,,,,,,,
高明,忘記,,,,,,,
高強,忌諱,,,,,,,
高強度,忌諱的,,,,,,,
高人一等,忍住,,,,,,,
高山流水,忍受,,,,,,,
高尚,快枯竭,,,,,,,
高深,快枯竭的,,,,,,,
高深莫測,快活,,,,,,,
高屋建瓴,抗議,,,,,,,
高效,抗辯,,,,,,,
高效能,抗辯的,,,,,,,
高效益,抖顫,,,,,,,
高新,扭打,,,,,,,
高雅,扭曲,,,,,,,
高雅簡樸,扭歪,,,,,,,
高瞻遠矚,扭斗,,,,,,,
高質量,扭傷,,,,,,,
高姿態,把..分隔開,,,,,,,
膏腴,把..孤注一擲,,,,,,,
革命,把..烤焦,,,,,,,
革命性,把..強加於,,,,,,,
個性鮮明,把..割下,,,,,,,
各得其所,把..悶死,,,,,,,
根本,把..燒焦,,,,,,,
根深蒂固,把..嚇出來,,,,,,,
根深柢固,把..嚇跑,,,,,,,
跟腳,把..歸咎於,,,,,,,
更優越,把工作搞糟,,,,,,,
耿,把關在欄內,,,,,,,
耿耿,扼死,,,,,,,
耿介,扼制,,,,,,,
耿介不阿,扼殺,,,,,,,
耿直,批判,,,,,,,
梗直,批評,,,,,,,
工工整整,批評家,,,,,,,
工巧,批駁,,,,,,,
工穩,扯破,,,,,,,
工細,扯破的洞,,,,,,,
工整,扯碎,,,,,,,
工緻,折磨,,,,,,,
功不可沒,折斷,,,,,,,
功德無量,折舊,,,,,,,
恭,投入深淵,,,,,,,
恭恭敬敬,投降,,,,,,,
